month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
04-2017,517940,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,546869,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,547522,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,558288,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,566808,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,571163,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,584782,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,595334,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,612019,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,624528,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,633332,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,682337,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,698072,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,709869,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,715184,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,717521,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,727507,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,737542,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,771259,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,795492,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,807942,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,823567,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,857235,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,866168,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,939428,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,943425,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,988927,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,619141,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,654225,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,544890,2017,4,0,0,0.0,391,70,2017-01-01,2017-04-01,2017-04-01
04-2017,175342,2017,4,4,5144,5144.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,186199,2017,4,4,7672,7672.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,586753,2017,4,4,5912,5912.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,695076,2017,4,4,9872,9872.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,782596,2017,4,4,3220,3220.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,974777,2017,4,4,8776,8776.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,572265,2017,4,4,8960,8960.0,520,94,2017-01-01,2017-04-01,2017-04-01
04-2017,185774,2017,4,3,3849,3849.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,394715,2017,4,3,4488,4488.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,445370,2017,4,3,3039,3039.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,545883,2017,4,3,6339,6339.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,669222,2017,4,3,6678,6678.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,670817,2017,4,3,4092,4092.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,851255,2017,4,3,3099,3099.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,141266,2017,4,2,2936,2936.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,165900,2017,4,2,2102,2102.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,264491,2017,4,2,4758,4758.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,268129,2017,4,2,4072,4072.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,350631,2017,4,2,1554,1554.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,459636,2017,4,2,3838,3838.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,546456,2017,4,2,4390,4390.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,747939,2017,4,2,1008,1008.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,833024,2017,4,2,4638,4638.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,995734,2017,4,2,4814,4814.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,552755,2017,4,2,4966,4966.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,555398,2017,4,2,2324,2324.0,563,101,2017-01-01,2017-04-01,2017-04-01
04-2017,239892,2017,4,1,1872,1872.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,284461,2017,4,1,1135,1135.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,491513,2017,4,1,2404,2404.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,846374,2017,4,1,2456,2456.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,902562,2017,4,1,1731,1731.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,590514,2017,4,1,665,665.0,425,77,2017-01-01,2017-04-01,2017-04-01
04-2017,105932,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,132209,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,141456,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,172983,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,181498,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,181607,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,186015,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,209846,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,216762,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,223638,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,231047,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,252679,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,256544,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,261125,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,277139,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,298160,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,325382,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,327688,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,365208,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,373321,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,377858,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,385912,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,389146,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,409989,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,412362,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,412429,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,435557,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,446135,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,465530,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,538795,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,557932,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,566851,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,566991,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,583754,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,613076,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,621750,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,638085,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,687589,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,691909,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,701622,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,714379,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,714840,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,739781,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,740754,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,743953,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,765518,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,828328,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,839412,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,845319,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,879812,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,914352,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,958800,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,963016,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,973112,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,982543,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,381065,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,168026,2017,4,4,9276,9276.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,332711,2017,4,4,2804,2804.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,335839,2017,4,4,9540,9540.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,529106,2017,4,4,9336,9336.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,625945,2017,4,4,7528,7528.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,253282,2017,4,4,6772,6772.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,515805,2017,4,3,5439,5439.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,517267,2017,4,3,5097,5097.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,561654,2017,4,3,5793,5793.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,766733,2017,4,3,4584,4584.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,819055,2017,4,3,4662,4662.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,843101,2017,4,3,6549,6549.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,919557,2017,4,3,4386,4386.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,160773,2017,4,2,3102,3102.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,167363,2017,4,2,1808,1808.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,263069,2017,4,2,1126,1126.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,312048,2017,4,2,3164,3164.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,589840,2017,4,2,1308,1308.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,725807,2017,4,2,2272,2272.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,768113,2017,4,2,2486,2486.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,152406,2017,4,2,2532,2532.0,591,106,2017-01-01,2017-04-01,2017-04-01
04-2017,545567,2017,4,2,1048,1048.0,544,98,2017-01-01,2017-04-01,2017-04-01
04-2017,231843,2017,4,1,1447,1447.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,264733,2017,4,1,1772,1772.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,564201,2017,4,1,2092,2092.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,629177,2017,4,1,1116,1116.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,668865,2017,4,1,2232,2232.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,881749,2017,4,1,1760,1760.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,920321,2017,4,1,2044,2044.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,812899,2017,4,1,2436,2436.0,380,68,2017-01-01,2017-04-01,2017-04-01
04-2017,865654,2017,4,1,2483,2483.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,107212,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,134000,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,142511,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,156980,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,170211,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,173548,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,223238,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,263068,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,272686,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,331598,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,346090,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,346766,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,352747,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,420490,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,429689,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,444300,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,466998,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,524951,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,525765,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,543449,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,565900,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,595323,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,601681,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,618494,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,633330,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,659251,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,719576,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,735263,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,752729,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,824486,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,932745,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,934271,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,939760,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,945050,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,966949,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,442831,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,521699,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,972787,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,145322,2017,4,4,2648,2648.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,149782,2017,4,4,5316,5316.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,285335,2017,4,4,8668,8668.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,356558,2017,4,4,2488,2488.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,612795,2017,4,4,2192,2192.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,631543,2017,4,4,8588,8588.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,185561,2017,4,3,6834,6834.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,257705,2017,4,3,4155,4155.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,292384,2017,4,3,4899,4899.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,363774,2017,4,3,3585,3585.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,377288,2017,4,3,4695,4695.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,455023,2017,4,3,6969,6969.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,488535,2017,4,3,4962,4962.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,724378,2017,4,3,2874,2874.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,827164,2017,4,3,5526,5526.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,654578,2017,4,3,4233,4233.0,454,82,2017-01-01,2017-04-01,2017-04-01
04-2017,202358,2017,4,2,3000,3000.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,330515,2017,4,2,4640,4640.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,332208,2017,4,2,3712,3712.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,350587,2017,4,2,3850,3850.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,599483,2017,4,2,4756,4756.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,600785,2017,4,2,4592,4592.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,699962,2017,4,2,1834,1834.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,773390,2017,4,2,1686,1686.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,840376,2017,4,2,2452,2452.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,876755,2017,4,2,4516,4516.0,505,91,2017-01-01,2017-04-01,2017-04-01
04-2017,449843,2017,4,2,3178,3178.0,412,74,2017-01-01,2017-04-01,2017-04-01
04-2017,934529,2017,4,2,4370,4370.0,476,86,2017-01-01,2017-04-01,2017-04-01
04-2017,127966,2017,4,1,1275,1275.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,128534,2017,4,1,1595,1595.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,210339,2017,4,1,978,978.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,272848,2017,4,1,2203,2203.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,394812,2017,4,1,872,872.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,573681,2017,4,1,2397,2397.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,804521,2017,4,1,1752,1752.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,818077,2017,4,1,1234,1234.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,982096,2017,4,1,2436,2436.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,970964,2017,4,1,1021,1021.0,569,102,2017-01-01,2017-04-01,2017-04-01
04-2017,499874,2017,4,1,1590,1590.0,485,87,2017-01-01,2017-04-01,2017-04-01
04-2017,875232,2017,4,0,0,0.0,370,67,2017-01-01,2017-04-01,2017-04-01
04-2017,111171,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,121469,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,126181,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,156355,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,203864,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,205256,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,230124,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,255019,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,256198,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,259532,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,297306,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,305687,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,348732,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,370959,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,373665,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,423096,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,433017,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,474342,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,475009,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,499913,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,529098,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,530880,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,547407,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,571942,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,586365,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,595624,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,612162,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,614428,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,618656,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,642409,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,651020,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,660349,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,716548,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,773261,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,784113,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,805377,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,821202,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,826930,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,830225,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,836984,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,837273,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,874044,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,881983,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,891810,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,910373,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,943393,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,950391,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,959821,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,968807,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,559261,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,857219,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,890232,2017,4,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,900726,2017,4,4,8204,8204.0,441,79,2017-01-01,2017-04-01,2017-04-01
04-2017,385190,2017,4,4,2664,2664.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,570600,2017,4,4,4004,4004.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,883660,2017,4,4,6448,6448.0,548,99,2017-01-01,2017-04-01,2017-04-01
04-2017,229612,2017,4,3,6726,6726.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,234588,2017,4,3,4227,4227.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,903327,2017,4,3,4620,4620.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,921102,2017,4,3,4695,4695.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,951226,2017,4,3,6627,6627.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,433678,2017,4,3,3717,3717.0,339,61,2017-01-01,2017-04-01,2017-04-01
04-2017,103151,2017,4,2,2876,2876.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,216269,2017,4,2,2436,2436.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,506170,2017,4,2,3580,3580.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,516674,2017,4,2,2346,2346.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,615394,2017,4,2,3620,3620.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,681399,2017,4,2,3324,3324.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,702863,2017,4,2,3022,3022.0,0,0,2017-01-01,2017-04-01,2017-04-01
04-2017,738567,2017,4,2,4130,4130.0,0,0,2017-01-01,2017-04-01,2017-04-01
