month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
06-2017,472692,2017,6,1,1551,1551.0,746,134,2017-01-01,2017-04-01,2017-06-01
06-2017,116164,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,156031,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,164794,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,176278,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,198485,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,201574,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,249723,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,276931,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,277281,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,278059,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,295929,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,312530,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,326988,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,352734,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,356955,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,375597,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,408047,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,438593,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,441304,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,460770,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,484811,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,510513,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,542287,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,554712,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,593277,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,602587,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,635225,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,671534,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,675516,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,708634,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,712236,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,730768,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,736220,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,754850,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,769602,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,819592,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,837327,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,860206,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,861924,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,896853,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,938830,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,954454,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,975181,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,429460,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,545410,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,388777,2017,6,0,0,0.0,665,120,2017-01-01,2017-04-01,2017-06-01
06-2017,560283,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,717762,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,974441,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,199478,2017,6,6,4788,4788.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,244387,2017,6,6,7938,7938.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,426533,2017,6,6,10548,10548.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,462663,2017,6,6,6702,6702.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,741031,2017,6,6,4992,4992.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,806598,2017,6,6,8532,8532.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,176115,2017,6,5,9845,9845.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,467175,2017,6,5,7200,7200.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,771757,2017,6,5,4090,4090.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,794602,2017,6,5,7460,7460.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,805170,2017,6,5,12045,12045.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,821043,2017,6,5,9070,9070.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,957413,2017,6,5,8560,8560.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,207500,2017,6,4,4336,4336.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,310534,2017,6,4,5632,5632.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,323154,2017,6,4,6004,6004.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,356613,2017,6,4,4416,4416.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,492158,2017,6,4,4460,4460.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,562644,2017,6,4,9912,9912.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,849298,2017,6,4,4136,4136.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,881749,2017,6,4,5360,5360.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,965688,2017,6,4,5220,5220.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,333595,2017,6,3,3096,3096.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,538854,2017,6,3,3219,3219.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,585082,2017,6,3,1824,1824.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,603077,2017,6,3,5085,5085.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,747339,2017,6,3,7194,7194.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,980761,2017,6,3,3696,3696.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,756867,2017,6,3,4701,4701.0,731,132,2017-01-01,2017-04-01,2017-06-01
06-2017,353032,2017,6,2,4650,4650.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,661469,2017,6,2,4600,4600.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,766886,2017,6,2,2500,2500.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,937385,2017,6,2,4368,4368.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,229166,2017,6,2,1926,1926.0,515,93,2017-01-01,2017-04-01,2017-06-01
06-2017,983968,2017,6,2,2048,2048.0,529,95,2017-01-01,2017-04-01,2017-06-01
06-2017,962989,2017,6,2,4420,4420.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,167587,2017,6,1,1764,1764.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,459017,2017,6,1,2341,2341.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,824486,2017,6,1,2197,2197.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,855026,2017,6,1,1149,1149.0,531,96,2017-01-01,2017-04-01,2017-06-01
06-2017,385718,2017,6,1,899,899.0,614,111,2017-01-01,2017-04-01,2017-06-01
06-2017,763403,2017,6,1,2031,2031.0,745,134,2017-01-01,2017-04-01,2017-06-01
06-2017,507486,2017,6,0,0,0.0,450,81,2017-01-01,2017-04-01,2017-06-01
06-2017,206050,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,231080,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,103362,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,106001,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,164064,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,194200,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,236794,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,238063,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,252782,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,254161,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,258228,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,289472,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,351145,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,357549,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,361237,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,368669,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,383891,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,441340,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,468380,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,472824,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,502534,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,506252,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,518061,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,546736,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,585162,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,594672,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,624980,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,635334,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,635907,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,636045,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,638466,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,651281,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,680754,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,693045,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,702588,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,716750,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,726499,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,729418,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,747609,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,754175,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,314065,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,818040,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,821325,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,822765,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,834522,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,853037,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,864288,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,930041,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,939204,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,971318,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,979598,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,502353,2017,6,0,0,0.0,531,96,2017-01-01,2017-04-01,2017-06-01
06-2017,243696,2017,6,6,7266,7266.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,280603,2017,6,6,14898,14898.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,349342,2017,6,6,6228,6228.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,466998,2017,6,6,8388,8388.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,723061,2017,6,6,9222,9222.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,902966,2017,6,6,11790,11790.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,120434,2017,6,5,4835,4835.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,380795,2017,6,5,11005,11005.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,392335,2017,6,5,6860,6860.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,752826,2017,6,5,3745,3745.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,459737,2017,6,5,5690,5690.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,975944,2017,6,5,2820,2820.0,771,139,2017-01-01,2017-04-01,2017-06-01
06-2017,256013,2017,6,4,3292,3292.0,639,115,2017-01-01,2017-04-01,2017-06-01
06-2017,281328,2017,6,4,4368,4368.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,313461,2017,6,4,9332,9332.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,630711,2017,6,4,9248,9248.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,682979,2017,6,4,4312,4312.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,713236,2017,6,4,9300,9300.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,716961,2017,6,4,9720,9720.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,892502,2017,6,4,4664,4664.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,790089,2017,6,4,3908,3908.0,523,94,2017-01-01,2017-04-01,2017-06-01
06-2017,138204,2017,6,3,5337,5337.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,308991,2017,6,3,1827,1827.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,358020,2017,6,3,2886,2886.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,436475,2017,6,3,4239,4239.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,458320,2017,6,3,4527,4527.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,639510,2017,6,3,2103,2103.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,691220,2017,6,3,2706,2706.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,927401,2017,6,3,6927,6927.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,106038,2017,6,3,2877,2877.0,690,124,2017-01-01,2017-04-01,2017-06-01
06-2017,104960,2017,6,2,3428,3428.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,152355,2017,6,2,1436,1436.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,381748,2017,6,2,3974,3974.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,432366,2017,6,2,1142,1142.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,504219,2017,6,2,2648,2648.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,596179,2017,6,2,2126,2126.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,616650,2017,6,2,4838,4838.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,772370,2017,6,2,2230,2230.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,807681,2017,6,2,3240,3240.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,955991,2017,6,2,4596,4596.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,987530,2017,6,2,3988,3988.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,528160,2017,6,1,1447,1447.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,547649,2017,6,1,568,568.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,551510,2017,6,1,889,889.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,556050,2017,6,1,655,655.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,914044,2017,6,1,846,846.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,375540,2017,6,1,2172,2172.0,762,137,2017-01-01,2017-04-01,2017-06-01
06-2017,445549,2017,6,1,1424,1424.0,454,82,2017-01-01,2017-04-01,2017-06-01
06-2017,349115,2017,6,0,0,0.0,568,102,2017-01-01,2017-04-01,2017-06-01
06-2017,105145,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,118514,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,125059,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,144261,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,149174,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,162456,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,196016,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,216445,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,229265,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,235030,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,256627,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,262774,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,289177,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,311762,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,323099,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,342569,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,413741,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,481076,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,490840,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,491351,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,497854,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,498030,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,499346,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,519726,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,527838,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,547522,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,550834,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,566991,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,568547,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,570920,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,571406,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,592302,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,614810,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,617171,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,617296,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,663402,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,664008,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,679994,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,727873,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,786624,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,893632,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,914514,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,923406,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,972795,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,973897,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,413445,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,514616,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,221775,2017,6,6,12492,12492.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,228995,2017,6,6,5442,5442.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,309110,2017,6,6,6552,6552.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,482940,2017,6,6,11820,11820.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,601027,2017,6,6,6864,6864.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,618817,2017,6,6,5226,5226.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,676376,2017,6,6,6822,6822.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,732813,2017,6,6,10716,10716.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,750280,2017,6,6,6546,6546.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,195806,2017,6,5,6765,6765.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,333451,2017,6,5,6365,6365.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,411533,2017,6,5,5870,5870.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,431586,2017,6,5,3190,3190.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,497861,2017,6,5,10530,10530.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,547542,2017,6,5,3715,3715.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,675616,2017,6,5,12315,12315.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,683356,2017,6,5,5590,5590.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,859821,2017,6,5,11250,11250.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,127645,2017,6,4,9620,9620.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,476875,2017,6,4,4020,4020.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,592350,2017,6,4,8748,8748.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,635719,2017,6,4,7160,7160.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,919437,2017,6,4,3404,3404.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,182058,2017,6,4,4172,4172.0,740,133,2017-01-01,2017-04-01,2017-06-01
06-2017,236165,2017,6,3,6720,6720.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,119997,2017,6,2,4676,4676.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,404106,2017,6,2,4246,4246.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,648648,2017,6,2,1864,1864.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,894466,2017,6,2,1066,1066.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,944261,2017,6,2,1718,1718.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,485933,2017,6,2,3380,3380.0,440,79,2017-01-01,2017-04-01,2017-06-01
06-2017,374931,2017,6,1,875,875.0,434,78,2017-01-01,2017-04-01,2017-06-01
06-2017,214878,2017,6,1,1799,1799.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,305150,2017,6,1,1101,1101.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,920966,2017,6,1,533,533.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,262937,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,104541,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,116238,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,125493,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,129429,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,169129,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,177029,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,278928,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,283807,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,313732,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,339927,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,341594,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,347001,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,349577,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,371191,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,415341,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,450125,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,479960,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,551055,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,563774,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
06-2017,588445,2017,6,0,0,0.0,0,0,2017-01-01,2017-04-01,2017-06-01
