month_year,loyalty_number,year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,start_of_the_year,start_of_the_quarter,start_of_the_month
10-2018,510353,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,514632,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,523170,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,561621,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,589427,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,606455,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,612339,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,645600,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,670230,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,678243,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,687108,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,712220,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,733603,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,772397,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,804911,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,812628,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,816406,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,872297,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,912352,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,920197,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,942189,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,953097,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,974209,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,975412,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,496675,2018,10,8,13192,19788.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,766355,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,951781,2018,10,4,6416,6416.0,538,97,2018-01-01,2018-10-01,2018-10-01
10-2018,174044,2018,10,4,8148,8148.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,243061,2018,10,4,6548,6548.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,272672,2018,10,4,8836,8836.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,517940,2018,10,4,5500,5500.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,672395,2018,10,4,8480,8480.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,808498,2018,10,4,4336,4336.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,932270,2018,10,4,8636,8636.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,244419,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,122049,2018,10,3,1848,1848.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,158901,2018,10,3,6054,6054.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,365863,2018,10,3,3144,3144.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,420434,2018,10,3,4617,4617.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,704709,2018,10,3,2943,2943.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,745420,2018,10,3,5643,5643.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,847772,2018,10,3,2991,2991.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,981848,2018,10,3,4917,4917.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,996539,2018,10,3,3744,3744.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,319501,2018,10,2,3438,3438.0,398,72,2018-01-01,2018-10-01,2018-10-01
10-2018,942601,2018,10,2,1616,1616.0,609,110,2018-01-01,2018-10-01,2018-10-01
10-2018,952641,2018,10,2,2112,2112.0,503,91,2018-01-01,2018-10-01,2018-10-01
10-2018,101902,2018,10,2,3826,3826.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,350901,2018,10,2,4354,4354.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,356980,2018,10,2,3586,3586.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,438822,2018,10,2,4630,4630.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,442282,2018,10,2,1510,1510.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,465347,2018,10,2,1296,1296.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,531286,2018,10,2,2806,2806.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,618309,2018,10,2,3518,3518.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,815834,2018,10,2,2490,2490.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,852571,2018,10,2,4332,4332.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,857845,2018,10,2,4052,4052.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,879892,2018,10,2,2748,2748.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,958767,2018,10,2,4378,4378.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,284419,2018,10,1,1687,1687.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,453466,2018,10,1,1960,1960.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,479815,2018,10,1,2487,2487.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,600712,2018,10,1,583,583.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,633202,2018,10,1,2227,2227.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,804536,2018,10,1,2384,2384.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,893427,2018,10,1,695,695.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,961213,2018,10,1,2143,2143.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,366599,2018,10,2,3450,5175.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,266298,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,308629,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,319193,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,455234,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,653400,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,124056,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,138768,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,139270,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,141703,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,144301,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,177345,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,224132,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,227547,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,300806,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,323341,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,375683,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,376572,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,409051,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,432145,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,529140,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,565787,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,577124,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,631442,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,694158,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,825254,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,835975,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,876569,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,883349,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,905478,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,922703,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,950393,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,992886,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,994374,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,995943,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,480872,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,716197,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,773739,2018,10,2,2938,4407.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,851255,2018,10,4,5468,5468.0,424,76,2018-01-01,2018-10-01,2018-10-01
10-2018,797685,2018,10,4,4996,4996.0,585,105,2018-01-01,2018-10-01,2018-10-01
10-2018,221993,2018,10,4,4832,4832.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,373638,2018,10,4,2452,2452.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,662209,2018,10,4,2144,2144.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,793154,2018,10,4,2840,2840.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,839967,2018,10,4,7504,7504.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,861700,2018,10,4,3592,3592.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,984798,2018,10,4,9104,9104.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,203409,2018,10,3,5937,5937.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,511875,2018,10,3,4665,4665.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,578013,2018,10,3,4338,4338.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,583670,2018,10,3,2157,2157.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,784490,2018,10,3,3357,3357.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,790240,2018,10,3,7143,7143.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,611582,2018,10,2,1240,1240.0,343,62,2018-01-01,2018-10-01,2018-10-01
10-2018,389565,2018,10,2,2206,2206.0,443,80,2018-01-01,2018-10-01,2018-10-01
10-2018,128572,2018,10,2,2514,2514.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,143087,2018,10,2,3586,3586.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,157005,2018,10,2,1654,1654.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,174439,2018,10,2,3102,3102.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,329039,2018,10,2,3548,3548.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,434751,2018,10,2,3926,3926.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,437407,2018,10,2,4488,4488.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,465197,2018,10,2,4954,4954.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,530436,2018,10,2,4706,4706.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,708555,2018,10,2,3280,3280.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,755073,2018,10,2,1714,1714.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,812152,2018,10,2,4996,4996.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,814894,2018,10,2,2360,2360.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,319430,2018,10,8,8320,12480.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,263068,2018,10,1,963,963.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,398586,2018,10,1,645,645.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,404431,2018,10,1,1192,1192.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,564650,2018,10,1,1157,1157.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,699750,2018,10,1,1474,1474.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,263612,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,264064,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,627107,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,116897,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,156031,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,159272,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,159680,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,167660,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,167670,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,274354,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,292957,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,305572,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,330278,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,356708,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,385912,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,420786,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,451448,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,452725,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,482940,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,486933,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,531515,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,592532,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,601068,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,613804,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,631683,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,641121,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,641162,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,693922,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,724272,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,725326,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,745792,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,766766,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,800433,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,802797,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,833576,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,833844,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,870045,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,918404,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,973070,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,981920,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,999940,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,942685,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,729762,2018,10,6,6414,9621.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,200168,2018,10,4,7072,7072.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,386986,2018,10,4,7124,7124.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,447675,2018,10,4,4400,4400.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,452208,2018,10,4,6648,6648.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,777544,2018,10,4,7068,7068.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,890650,2018,10,4,2724,2724.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,957127,2018,10,4,2536,2536.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,705020,2018,10,3,2154,2154.0,327,59,2018-01-01,2018-10-01,2018-10-01
10-2018,101363,2018,10,3,3753,3753.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,200309,2018,10,3,3357,3357.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,209249,2018,10,3,4452,4452.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,265836,2018,10,3,3780,3780.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,445915,2018,10,3,3711,3711.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,657118,2018,10,3,2349,2349.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,250363,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,166239,2018,10,2,4410,4410.0,437,79,2018-01-01,2018-10-01,2018-10-01
10-2018,526747,2018,10,2,2730,2730.0,517,93,2018-01-01,2018-10-01,2018-10-01
10-2018,814703,2018,10,2,1734,1734.0,443,80,2018-01-01,2018-10-01,2018-10-01
10-2018,532378,2018,10,2,2834,2834.0,518,93,2018-01-01,2018-10-01,2018-10-01
10-2018,222874,2018,10,2,4556,4556.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,263246,2018,10,2,3150,3150.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,267951,2018,10,2,4398,4398.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,338872,2018,10,2,1246,1246.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,610096,2018,10,2,4854,4854.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,621876,2018,10,2,1026,1026.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,682528,2018,10,2,4792,4792.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,879185,2018,10,1,2498,2498.0,494,89,2018-01-01,2018-10-01,2018-10-01
10-2018,187887,2018,10,1,1471,1471.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,403118,2018,10,1,627,627.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,525129,2018,10,1,695,695.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,553956,2018,10,1,1523,1523.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,677513,2018,10,1,2160,2160.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,819592,2018,10,1,711,711.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,849510,2018,10,1,1031,1031.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,959453,2018,10,1,2125,2125.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,788091,2018,10,0,0,0.0,343,62,2018-01-01,2018-10-01,2018-10-01
10-2018,169665,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,172135,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,206591,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,237729,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,243726,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,255546,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,257417,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,261964,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,314713,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,315851,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,330464,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,362841,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,377642,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,381189,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,383808,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,423821,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,464394,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,485933,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,536021,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,544569,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,579438,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,580628,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,628844,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,654073,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,775440,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,778952,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,787086,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,850092,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,851986,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,875232,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,883055,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,922741,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,939593,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,987482,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,924878,2018,10,6,4416,6624.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,146090,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,170655,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,152276,2018,10,4,2184,2184.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,195960,2018,10,4,8024,8024.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,324404,2018,10,4,3008,3008.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,426027,2018,10,4,3076,3076.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,497784,2018,10,4,6380,6380.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,561228,2018,10,4,8212,8212.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,644652,2018,10,4,3832,3832.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,825165,2018,10,4,9140,9140.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,835133,2018,10,4,6444,6444.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,939466,2018,10,4,9044,9044.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,988594,2018,10,4,8884,8884.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,861415,2018,10,3,6453,6453.0,378,68,2018-01-01,2018-10-01,2018-10-01
10-2018,394196,2018,10,3,2064,2064.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,329358,2018,10,3,1701,1701.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,476652,2018,10,3,4521,4521.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,592145,2018,10,3,2577,2577.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,649321,2018,10,3,2664,2664.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,746807,2018,10,3,2646,2646.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,832663,2018,10,3,7083,7083.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,861867,2018,10,3,3570,3570.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,908301,2018,10,3,3336,3336.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,137973,2018,10,3,5397,5397.0,581,105,2018-01-01,2018-10-01,2018-10-01
10-2018,976004,2018,10,3,4485,4485.0,620,112,2018-01-01,2018-10-01,2018-10-01
10-2018,139135,2018,10,2,1746,1746.0,467,84,2018-01-01,2018-10-01,2018-10-01
10-2018,342725,2018,10,2,1270,1270.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,395384,2018,10,2,2718,2718.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,738320,2018,10,2,3456,3456.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,752580,2018,10,2,3512,3512.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,792873,2018,10,2,4886,4886.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,319671,2018,10,0,0,0.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,148690,2018,10,1,1579,1579.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,198900,2018,10,1,1854,1854.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,347001,2018,10,1,960,960.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,376862,2018,10,1,2167,2167.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,423941,2018,10,1,1154,1154.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,506190,2018,10,1,1517,1517.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,562655,2018,10,1,2119,2119.0,0,0,2018-01-01,2018-10-01,2018-10-01
10-2018,605790,2018,10,1,1085,1085.0,0,0,2018-01-01,2018-10-01,2018-10-01
